hotel_name,rating,review_content
weligama-bay-marriott-resort-spa, 8.0 ,"View and location 
 Not enough varieties on the buffet  "
weligama-bay-marriott-resort-spa, 10 ,The location and the pool  Nothing
weligama-bay-marriott-resort-spa, 10 ,Everything was perfect. Satisfied about everything. They serve a premium buffet.
weligama-bay-marriott-resort-spa, 10 ,"Location, beach Poor floor was not good"
weligama-bay-marriott-resort-spa, 10 ,The staff are amazing. I work in hospitality and having staff that good is rare. Had An amazing stay.
weligama-bay-marriott-resort-spa, 10 ,"We enjoyed our stay at Marriott so much! The staff was more than helpful, all our wishes were fulfilled more than 100%. The front desk team, the service team, the kitchen team, everybody was warmly welcoming us and tried all their best to make our stay extraordinary. We can only recommend staying there. The food was very delicious with a huge choice at the breakfast and dinner buffet. We even got a free upgrade to stay at a suite for a few nights. A big bonus: if you like to surf, you can just jump into the water right in front of the hotel area. Thank you to Suranga Peelikumbura, Indika Nishantha Hettiarachchi, Saurabh Matheshwari, Mohamed Akeel Malik, Bhagyashree Khanvilkar, Randula Priyadasun."
weligama-bay-marriott-resort-spa, 10 ,"Everything basically!
Especially the staff, special thanks to Mr Royston Q! Nothing I didn't like"
weligama-bay-marriott-resort-spa, 10 ,Superb
weligama-bay-marriott-resort-spa, 9.0 ,I  liked  room  and     cosy  beach The staff  gave a legendary  service . Room is very clean and comfortable  . Ambiance  is very beautiful  and clean
weligama-bay-marriott-resort-spa, 9.0 ,"Food arrangements and the staff was excellent. Sri Lankan authentic food taste was superb. The room was one of the top best I have experienced. It had luxury world class standards. I lived outside Sri Lanka for sometime, but I must say the experience I had here was outstanding. The friendly lovely staff was the cherry on top. Keep that up. Words cannot explain the service staff provides, and overall all the experience this hotel gives to all guests. It is exceptional. I liked every bit of it. I felt I would be happier if the taste was bit more authentic when it comes to foreign foods . Example pasta , bacon taste had a bit more room for improvements. But I must say Sri Lankan authentic food taste was excellent."
weligama-bay-marriott-resort-spa, 10 ,Room is excellent with great view.. Food cannot complaint.. No complains but food can be upgraded..
weligama-bay-marriott-resort-spa, 10 ,Beach
weligama-bay-marriott-resort-spa, 9.2 ,"From Staff, location, ambient, food to cleanliness of rooms are some of the best things about the Hotel.  Parking seemed to be an issue since it is located around 100-150 meters from the property. There is Valet but it takes a good 10-15 minutes for them to bring it."
weligama-bay-marriott-resort-spa, 8.0 ,It was a nice experience. I stayed with my wife just one week after our honeymoon. Room was in excellent condition. Restaurants and the buffet were really good with large variety of cuisine. Beach and the pool were nice. Only issue was that the hotel was too crowded during that weekend. Staff was really friendly. Actually it was a good stay. The hotel get too crowded during Saturday and Sunday morning.
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"Everything was great, especially when you all beautiful animals walk around you there. Very professional staff especially our villa assistant Isuru, he was just a five star assistant.  Nothing at all. "
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,The location is absolutely stunning. Amazing surfing spots around the resort and superb restaurants. All the staff is extremely friendly and there is a fair share of facilities to keep you busy.
anantara-tangalle-peace-haven-resort-amp-spa, 9.2 ,The fact that the entry level bedroom is sensational says all you need to know - the quality here is incredible. Very well appointed rooms. Stunning food (breakfast amazing and Frutti de mare pasta at Il Mare was wonderful) and great setting. A really enjoyable stay. Shafni was a fantastic host. Exorbitant drinks prices - £38 for 2 Aperol Spritz. Continual addition of service charge + taxes is daylight robbery. Kids screaming and shouting in the pool.
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,All 
anantara-tangalle-peace-haven-resort-amp-spa, 7.5 ,"Staff, ocean location, food Nothing"
anantara-tangalle-peace-haven-resort-amp-spa, 7.5 ,"Breakfast was amazing They should pay more attention to the gecko droppings in the room, finding repeatedly in bed is not the best. Especially in a room from €1000 per night."
anantara-tangalle-peace-haven-resort-amp-spa, 3.8 ,"Good beach, nice pool and a good choice of food in the restaurant (highly priced though) My child got poisoned with the milk in mini bar and got sick ( temperature and so on) Do you think anyone took care of us? We felt that for the staff it wasn’t much of importance. I asked for late check out because we could not leave the hotel with a sick child. They gave us extra 2 hours. They helped only after MANY MANY efforts from my side. Had to call the reception, waited, waited, waited. We had high expectations from a hotel with such a high rating. Unfortunately, it turned out to be a complete disappointment. - you feel lost among hundreds of guests and we didn’t feel much privacy- no help from reception until I came and demanded what I asked for on the phone an hour ago - in emergency situation they are indifferent Like it was totally OUR PROBLEM that our child got FOOD POISONING from their food.The staff is polite and smiles. But you feel that it’s fake(( We had such a positive experience with other hotels where we stayed on Sri Lanka. With much more hospitality, much better food and generally, much better conditions."
anantara-tangalle-peace-haven-resort-amp-spa, 7.5 ,The extra bed was not comfortable at all
anantara-tangalle-peace-haven-resort-amp-spa, 5.0 ,the beach is beautiful. there are not beach activities. the food is not good for a 5 star resort. the resort becomes really boring after sundown. the price doesn't match with the place features. the staff is not helpful.
anantara-tangalle-peace-haven-resort-amp-spa, 5.8 ,"faciliaties and resort location is beautiful the mattress/bed was squeaquing every time we turned waking us up all the time. for the price charged i would reccomend replacing the beds by nice up to standard beds. the bathrooms are modern but there is no glass between shower and toilet so the bathroom ends up getting all wet, would be better to put a glass wall separating the area. the sea in front of the hotel is quite rough. "
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,everything was amazing!!! nothing
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"Probably the best hotel on the island. Friendly staff, exceptional food and great pool.  Can't think of anything bad at all "
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,"The view of the breakfast location was so awesome. It was so relaxing and calm just listening to the waves of the ocean and the chirping of the birds. For the three days we stayed there, I felt relaxed. You should try the spa and have a sri lankan massage, its so relaxing. We were on the half board and it would be more better if there are more restaurant option opened or maybe buffet style dinner with different theme every night."
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"Our villa, the privacy and the excellent staff Nothing at all"
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,A perfect place for a relaxing break. We felt totally spoiled. The service staff were excellent. Only having 4 days to spend here.
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,Everything No activities at the evening time.
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,this place has its own unique way of providing a service..their staff is beyond sensational..u wake up in the morning go for a meditation (yoga class)..hv a great breakfast (journeys)..take a swim (infinite pool)..get a drink (ll mare)..grab a book (library)..relax by the beach..play a set (tennis court)..run a mile (gym)..pamper yourself (spa)..book a table (el vino)..play pool..pay a visit to your room (ocean view + spacious + clean..wait really clean)..take a bubble bath..call it a day...zzz wifi coverage (a bit weak by the beach side)
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,"The staff was AMAZING! very nice and helpful.
They made sure to go out of their way to make us feel comfortable.
Thanks alot
"
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,"Fantastic Stay Everything was more than expected. Nothing"
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,I like everything! We had the best 5 days vacation ever! We will surely comeback soon! 
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"Staff Kindness,room cleaning,location,spa gym and infrastructure,detailed decor,lot of art, extraordinary breakfast."
anantara-tangalle-peace-haven-resort-amp-spa, 9.2 ,"A magical place, where you can relax. There was no crowd, always plenty of space at swimming pool and beach areas, lovely food, great coctails, excellent service. Everyone of the staff was smiling all the time, and was maximum helpful. The rooms are faboulus! Spacious, comfortable, and clean. Really effective moskito system made us forget about those. Besides my cons below, it really was a perfect place. Couldn't swim in sea as it had too powerful current, and was a bit rocky. tough the scenery was amazing. Also beaches are public in sri lanka meaning mercants or random people could just approach you during a tan. Minibar was pricy.Also i could see the tv's cable. wrost place ;)"
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,Everything about this resort was on point.  Beautifully appointed room with views of the ocean.  Every luxurious amenity you could want at your fingertips.  Housekeeping was amazing.  Staff made our experience special and personalized our stay.  The spa was beautiful and our treatment one of the best we have ever had.  
anantara-tangalle-peace-haven-resort-amp-spa, 8.3 ,High service  Many insects on the beds 😭
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"Ambience and staff amazing (perhaps at times a little too attentive)Room, pool, greeting and farewell overwhelming, made us feel very special Maybe just a touch too much attention"
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"We absolutely loved this amazing resort.  It was perfect from the moment we arrived.  The staff everywhere were exceptional.  The room was fabulous with a great view of the ocean.  The food in Journeys restaurant was fantastic and we had the fish and chicken curry rather than the buffet - to die for!  Restaurant and pool staff had great personalities and lovely to talk to to get an insight into their country. We never wanted to leave. There was nothing to dislike.  We were a little disappointed that the Customer Services Manager who came around talking to guests was not a Sri Lankan National and she didn't really ""fit in"".  She was also incredibly rude to breakfast staff (who were divine) one morning (in front of guests) when a bird stole some food from an unattended table."
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"The staff and the manager : Mr. Anantha , was extremely courteous and cooperative and accommodative.The Indian CHEF, SUBHASH, was very good and prepared special indian food for us, which really made our day.All the rooms were tidy, extremely luxurious, with a superb view of the ocean.Though the SEA was rough but the beaches and SMALL ROCKS were good enough to enjoy the sea water.The LAGOOON BOATING was also good. NOTHING,"
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,"We visited during low season and were offered a discounted rate for an upgrade to an ocean villa. I appreciate that this won’t always be available, and we were grateful to accept the offer. The villa was spectacular, as good as any high end accommodation we have had. Very clean, well decorated, large and comfortable. The private plunge pool and patio were super. 
The staff were very nice and always greeted us with a smile. The restaurants and lounger were also good.  This is just a minor nit, but one area of improvement would be related to delivery of services. I sent some laundry for cleaning, and was not delivered back to me until I called to follow-up. I had to call for follow-up on a few other occasions as well. The issues were minor and non-impactful, but it would be something that could be improved. "
anantara-tangalle-peace-haven-resort-amp-spa, 8.8 ,"Kind & helpful staff, 
I am grateful for Shafni Ahmed for his help in arranging for me every thing i want .
Thanks alot..
 Distance from the airport to the hotel "
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"Very kind staff, everyone cares, food was delicious!!!! (we are Italian and understand well when an Italian restaurant for ex. is not like in Italy). Buffets extraordinary and great dinner and breakfast. Excursions were awesome and we enjoyed even the SPA. Isuru helped us out on every quest3we had and was very available.
Our driver Manjula was even very kind and explained everything on our excursion to rhe rock temple. Thank you for this awesome timw. We will comw back again.  Everything was perfect in our stay at anantara "
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"The staff are excellent and remember your preferences with your food and drink etc, you really feel taken care of here. The rooms and property is spacious and modern and there’s some good inclusions such as products and water in the room as well as a complimentary nature walk (Eddie is very good) the attention to detail in the grounds and service is what makes this place so special. Food at the Italian restaurant is gorgeous - make sure you book the restaurants as they can get busy. Nothing "
anantara-tangalle-peace-haven-resort-amp-spa, 9.2 ,"Spectacular overall. Great service, restaurant choice, breakfast, friendly staff and beautiful pool.  Cannot swim at the beach directly in front and soft beds!  Only minor downsides though. "
anantara-tangalle-peace-haven-resort-amp-spa, 9.2 ,"Gorgeous resort hotel with great facilities, the perfect place to relax and unwind. The bedroom and bathroom were lovely. Food and drink prices were incredibly high, however the food was good. "
anantara-tangalle-peace-haven-resort-amp-spa, 8.3 ,"Great location. Great food. Great staff. Bit overprised when taking in the account the venue was not 100% maintained (i.e. uncovered/broken sewer hatches). Our 12 months old son was with us: babysitting available only for children 2+ years of age and high chairs at restaurants were not in perfect condition. Anyways, it is still one of the best resort in Sri Lanka"
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,It’s the perfect place to be..
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,Food
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,One of the best services at a resort 
anantara-tangalle-peace-haven-resort-amp-spa, 8.8 ,Location and service was fabulous  Choice in food was limited and was just average 
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"The service/staff in this hotel is outstanding: nothing is too much trouble for them; always with a smile and very friendly. Rooms are very comfortable, spacious and full of light. The pounding sea makes a perfect ""musical"" background. Great pools, both big enough for lap-swimming. All in all: an absolute positive experience – highly recommended! Food is very good – but not up to the highest standards."
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,They went the extra mile to cater to my food allergies. I had special food made for me for the breakfast buffet. Couldn't have asked for a better experience! Nothing at all.
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"Our butler, Isuru. He made arrangements for everything, dinners, tours.... He kept us informed of everything. Nothing."
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,Location - eco friendly - beautiful beach/ grounds and facilities Nothing
anantara-tangalle-peace-haven-resort-amp-spa, 9.2 ,"We were travelling for honeymoon and really enjoyed our stay here in Tangalle. Beautiful location on the south coast, this resort hotel has great facilities to ensure a great and romantic stay. We were allocated our own Butler Isuru who tailored our stay and was available via WhatsApp which was a great idea to keep us informed about going-ons at the resort and helped with our spa and restaurant bookings. The Sri Lankan 'Teppanyaki' experience at one of their restaurants was absolutely fantastic and comes well-recommended, our personal chef on the night kept us entertained and the food was great! The spa was excellent. Better film choices on the television but overall, great stay."
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"Extremely beautiful, clean, comfortable, professional, helpful Non"
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"Amazing breakfast with great variety and even a smoothie bar and a corner with gluten free goodies which I found great. The politeness and kindness of all hotel staff was amazing. It was a really added value experience, the service was so personalised, we even had our own butler, Isuru, who would help us any time with anything we wanted. The food in all restaurants of the hotel was really good and we would definitely recommend to go for the half board. Really environmental friendly, respecting the animal life and nature. I would definitely recommend it and would certainly go back. Nothing, everything was perfect!"
anantara-tangalle-peace-haven-resort-amp-spa, 9.2 ,"Their butler service for Private Villa is excellent. Our private butler ""Shafni"" was excellent and her went out of the way to help us when we had misplaced one of our laptop bags 2 hours drive away from our hotel. He did everything possible to successfully get it back to us. We would have been happier if there were some live music events happening in the property as there were not many places nearby the resort to wine and dine with music. Any kind of musical nights would make the evenings more bright in the property"
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"Everything. Amazing facilities, beach, staff, pool, restaurant... The ‘extra’ activities and SPA were way too expensive. The restaurant and drinks too, but the 2 fine dining restaurants are worth every penny!"
anantara-tangalle-peace-haven-resort-amp-spa, 9.2 ,The bath was maxing and the hotel team came and ran a bubble bath for that extra experience.
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"The hotel is excellent in everything: very supportive staff, perfect international and Sri Lankan food, amazing beach, great butler service and very good airport transfer.  Nothing to improve as everything in this hotel is more than perfect! "
anantara-tangalle-peace-haven-resort-amp-spa, 8.8 ,"Loved the gardens, beach and pool villa. Staff were great.  All the restaurants were massively overpriced. 
"
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,Magical Nothing
anantara-tangalle-peace-haven-resort-amp-spa, 8.8 ,Friedly staff; well maintained resort Overpriced 
anantara-tangalle-peace-haven-resort-amp-spa, 8.8 ,"This place was really baby friendly, especially the pool. It was a nice compensation for the big waves on the beach which were spectacular but making a swim in the ocean quite impossible. The atmosphere was relaxing and room facilities were very good. We have stayed at places like this before but for much lower price. Our personal buttler was out of reach during our stay, therefore we had to call reception for everything, which is ok they were helpfull I just don’t get it why have a service so not usefull..."
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,Everything was amazing We had one bad in room service dinner that did not match the quality of the rest of the food and beverage within the resort.
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"Nice room, great pool area and beach, very attentive employees, nice people"
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,Excellent Hotel. Perfect Stay. The staff is very nice.  The swimming pool is amazing Nothing
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,"The location, rooms, food and ambience are wonderful but all this is only possible because of the amazing management and staff at Anantara in Tangalle. They make personalized service a reality and their warmth as well as their consummate professionalism meant our stay over Christmas 2018 was memorable at every level. This is an expensive hotel but a wonderful example of what a five star hotel should be.
Thanks to all who made our Christmas special. The Brussels sprouts served on Christmas Eve at the most amazing buffet I have ever experienced were slightly under cooked. 😂 .......seriously everything else was perfection."
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"absolutely everything. we were greeted with flowers and a music performance. the property is wonderful right at the beach. the waves are very strong which makes it a bit difficult to swim but the beach with the palm trees and stones in the water is breathtaking. the pool is one of the best I’ve seen so far. 
And the service is absolutely outstanding. During the day they walk around the pool with homemade papaya ice cream/ water and they fulfill every wish you have. I have travelled a lot and seen a lot of beautiful hotels and beaches. Anantara is definitely one of the best!! nothing!"
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"Everything was Amazing! From the moment we step foot inside to the time we left... the welcome, the villa, the service, the food,
The pools... AMAZING!  If I had to find something I didn’t like, it would
Be that the beach is not swimmable... but 20meters across is a great beach.
"
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,The hotel was fantastic. The staff were so courteous and incredibly helpful. The breakfast was absolutely wonderful. They have all the facilities you might need for your stay in an incredibly relaxing environment. Thank you so much. Nothing
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"Everything was beyond our expectations.isuru,our personal butler went out of his way to make us feel at home!"
anantara-tangalle-peace-haven-resort-amp-spa, 9.2 ,"Pool area, restaurant location, layout, breakfast, sunsets. Tuna tataki! Only minor drawback is beach is not very safe for swimming. Despite notices about this, all beach sun beds get occupied even though there are no people to be seen"
anantara-tangalle-peace-haven-resort-amp-spa, 9.5 ,Ant infestation in blacony and lobby
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,Everything from the room host whatsapp service to the food and the atmosphere . Lovely all over The room floor was a bit dusty
anantara-tangalle-peace-haven-resort-amp-spa, 9.2 ,Beautiful luxury ! We loved our stay The food was overpriced and not up to high standard which you’d expect for the high prices.
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"This property is awesome.
We were welcomed in a special Sri Lankan way with drums and flowers. It was so damn beautiful.
Our rooms were very good 
The food at the restaurant, specially chef Deepak went out of his way to make our meal special. We are travelling with an infant and needed special food which he went out of his way and did a fantastic job
Our room host Pasan was really good.
He arranged everything for us,
From room cleaning to table reservations.
He managed everything for us. 
Anantara have a lovely pool , entertainment,
Child play area, greenery , beach ... can’t ask for more... 
They have peacocks , ducks , roosters , 
Monkeys in the property .
Its so pretty .... 
I loved this property and the hospitality, would definitely visit again 
"
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,"Very beautiful property, very attentive staff, great food. Food&drinks are reasonably priced. Airport transfer offered by the hotel is grossly overpriced, better book something externally."
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,Everything was perfect from the welcome drums to the goodbye prayers. We loved the attention to detail and the small things like an ice lolly handed out by the pool. Facilities were 5* and the staff were even more so. The food was incredible and the selection second to none. Don’t stay anywhere else!
anantara-tangalle-peace-haven-resort-amp-spa, 9.2 ,"Everything (food, room, spa, kids’ club) was excellent!"
anantara-tangalle-peace-haven-resort-amp-spa, 8.8 ,"Great hotel, great breakfast etc. No swimming on the beach and they call it a beach resort :("
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"Stayed for our honeymoon. It was absolutely wonderful. The best hotel we have ever stayed in. The pool, beach, staff, food, grounds are all amazing. We went on the nature walk run by Eddie which was great (saw monkeys, giant squirrel and peacocks). We played tennis, badminton, table tennis, pool, used the gym; all the facilities are high quality. We went to the spa on our last day and got an hour long massage which was amazing; would recommend getting there early to go in the steam room before the massage; very relaxing. The staff are so attentive and cannot do enough for you. They are so friendly and will go out of your way to make your stay a memorable one. Would stay again!"
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,Paradise in earth... Nothing :)
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,"Everything was top notch  Was a looooong way from the airport (5+ hours)
My ‘ocean view room’ was of palm trees (couldn’t see the ocean at all, although it was technically there as I could hear it....there was absolutely no view though). By the time I got there/ traveled all the way I couldn’t be bothered complaining so my own fault, really. 
They have a kind of wine room/ tapas bar there, but the wines are pretty much the same as the other bars there. So not sure why they bothered? But the food was amazing, regardless. 
"
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,HEAVEN PARADISE Price offers for taxi and tours about 3-5 times higher than local offers... same for surf lessons...
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"extremely good there was no live music, it could be easily organized evening in pool restaurant to dance etc.."
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,The staff go above and beyond to make sure you enjoy your stay
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"The property is located in a stunning location overlooking a beautiful
beach. The hotel grounds are wonderful, there is so much wildlife around
you and it’s so lushing great and well maintained. We had such a warm
welcome and departure from all the staff members. All restaurants serve
delicious food and service is so friendly and professional. We had a
very romantic meal in the Italian a la carte restaurant. All three
courses were very tasty and wine was very good too. The Asian restaurant
has got a beautiful setting too. We were so lucky to have breakfast
there every morning, enjoying our fresh juices and scrumptious a la
carte breakfast. We also dined there at lunchtime and in the evening,
always getting delicious meals and fantastic service. The buffet
restaurant had an excellent variety of choice and great quality food
too. Again, service was spot on. We only stayed for 4 nights, wish we
had booked a longer stay, if only we knew it was going to be so amazing.
The pictures don’t do this place justice, you really have to be there to
appreciate Anantara experience. We were so lucky to get upgraded to a
private villa with a plunge pool. Apparently someone had cancelled last
minute. The villa was absolutely gorgeous and we are so grateful we had
a chance to stay there. We had our butler Piyal, not something we are
used to, but he was fantastic, always at our service, so pleasant and
genuine, always making sure we had everything we needed. We loved our
stay so much that we’re already thinking of going back in the future.
Couldn’t recommend Anantara more. We’ve stayed in many other chain
hotels before, but Anantara proved to be something really special. It
made a fantastic start of our honeymoon. Thank you to all the staff.
 Nothing really, but a couple of thing we could mention were the seats in
the Asian restaurant - they should have some cushions as they are not
the most comfortable to sit for a long period of time. The minibar
prices could definitely be lower as well.
"
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,It was an amazing experience overall. This place is PERFECT for families with kids. Everyone who works there is super nice and friendly Nothing
anantara-tangalle-peace-haven-resort-amp-spa, 9.2 ,"Staff were very helpful and there were lovely touches in how they greeted you and daily rituals which added something to the stayWe had buffet evening meals which were  goodBeach was lovely and we had a ground floor access room which did not have a view but this was made up by the easy access to the beach which was just across the lawnWe organised a private tour on way back to Colombo and driver and what we visited was excellent It is along way and long drive from airport"
anantara-tangalle-peace-haven-resort-amp-spa, 9.2 ,Great staff Restaurants expensive
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,"That out if this world welcome! Being Sri Lankans ourselves, felt right at home. Their attention to smaller details is remarkable. Nothing that stands out"
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"We had an excellent stay over 7 nights at this great hotel with very good service and food. Thank you very much. 
"
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"Breakfast spread varied, Amazing staff, they will do anything to make sure your stay is comfortable. Most of all loved the chipmunks and various birds that greeted us every morning. The pool and beach service where also impeccable and the interiors where amazing. No complaints! Would come back again and again"
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,Everything apart from the in-house prices charged for drinks and food Prices for in house drinks and food very expensive and it was unfortunate that during our two day stay the pool was taken over by noisy families and children and all their toys - duck rings etc.  . . Shame the children don’t have their own pool at this supposed ’peace’ hotel!!
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,"The hotel location is wonderful, secluded and cosy with great sea views. The facilities and amenities were good. There were many things to do and see, from padding fields to peacocks and baby-foot, table tennis and billiard. The staff were amazing, very helpful and flexible. Our host Pasan demonstrated excellent customer service and constantly communicated with us through whatsapp throughout our stay at the hotel. Staff were attentive, they organized my son's birthday cake and signed off a ""Get Well Soon"" card for my elder son who had a severe sun burn. Restaurants had good food and service, the breakfast buffet was very good. If we were to visit Sri Lanka again definitely we would stay at this hotel. The kids' club could have been better and music, special nights at the restaurants in the evenings would have made a better atmosphere."
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,Beautiful grounds and villa.
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,"fantastic location, staff and breakfast. Buffet dinner amazing too. Short drive to surf breaks"
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,Isuru was very helpful
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"A very good beach - the best I have ever seen!!!! Waves - at the beginning seem too large but a little bit later you get to know how to swim at them and it is a great fun to swim at such a ocean!!!!Kitchen - excellent! Room - very comfortable.Wild animals at the territory of the hotel! Juices and water could be free at dinner."
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"Excellent service. Our personalized butler, Kanishka made sure we optimally allocated time. The villa was extremely well sought out. All the touch points have been carefully crafted - kudos to the architect and design team.Gorgeous garden.  Probably the best beach in the South Coast. Really can't think of anything. Maybe breakfast could improve in terms of flavor for my taste."
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,Great hotel. Great staff!!! None
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,"We are in love with this beautiful hotel.. The staff was so nice and the whole resort is so stunning!For sure we will come back! ❤️ As we said, we liked everything.. only it is a bit expensive.."
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"Extremely kind , Duo to our flight we arrived at hotel in the morning at 10am, but they still let us check in shortly to take rest after long road trip. We stay for 3nights , everything is perfect, the facilities are super humanized , The hotel environment very beautiful , all the greens around us , There are peacocks walking leisurely on the grass just like us . I love this place . Peaceful and relaxing. The best experience I ever had .Big Thanks to all the staffs , for them smiles and professional ."
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"We spend two nights at Anantara. I can capture this place in one word: amazing. I've seen and been to many places around the globe and although I normally ain't the guy who really likes resorts - I'm more a boutique hotel kinda person - but this place just has is all. It definitely has a spot in 'my all time favourite places I've ever stayed list'.The room we had (311) was wonderful. I loved the bath. The beach is clean and private. There are quite many beach chair spots for couples near the pool and along the beach where you can chill privately with your partner. The swimming pool is nice, especially the one below as there are usually not many kids. (they tend to use the upper pool). Their breakfast is brilliant: fresh juices, salmon, brie cheese, noodle soup, fruit and so much more. We had dinner in the Asian restaurant twice and both nights the food was delicious. The service of the staff is out of this world. They are really helpful. Two examples. One night a bottle of water made out of glass fell onto the bathroom floor. After we informed the staff they immediately send someone over to clean up the pieces of broken glass. Another example was that once I left the hotel and was already in my other hotel in Weligama 40 km further away, I realized I had forgotten my Lacoste polo, so I send a sms text to Anantara. They made sure I got my polo back the next day by giving it to our driver. A big shout out to Sayuri for her help.All in all I can really recommend this place; you won't regret it! Thanks Anantara for the very very pleasant stay!"
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,All of it Nothing
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"Incredible place to stay! The hotel and facilities are simply amazing! The staff went above and beyond and restaurants were fantastic! It’s also a great base to explore surrounding Tangalle. Some areas of the grounds, e.g. the lower pool area need a little work to improve."
anantara-tangalle-peace-haven-resort-amp-spa, 9.2 ,Amazing food friendly staff A bit too far from the city
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,"Big rooms, lovely view and beach. Very good breakfast, nice property overall. Personnel should be trained better. Above the general level of Sri Lanka but below the western level."
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,Wow!! Anantara absolutely blew my husband and I away. From the very moment we arrived the service was just so personable!! The room we had was spacious and a gorgeous view of the sea/ pool. The food at the restaurants were always delicious. The pool/gym/tennis court were all excellent! Would come back here in a heartbeat. It was the best hotel we’ve ever stayed in. Nothing!
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"Everything was superb! From the moment we were picked up in Ella to our departure drop off in Colombo, this Anantara resort has exceeded our expectations! The staff, the location, the food, the beach, the ambience, we enjoyed all our stay and will definitely try to return one day! That we couldn’t stay longer!"
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,"FoodService Facilities Quite pricey"
anantara-tangalle-peace-haven-resort-amp-spa, 9.2 ,"The peacefulness, the grounds, beautiful breakfasts, modern facilities and  the view of the sea from our room.  I had a most comfortable sleep. The beach has a very strong undertow.  The waves were extremely large and strong and the sea drops off very quickly.  It was very dangerous for swimming.   There are warning signs on the beach. The pool temperature was too warm for a refreshing swim."
